,name,companyName,website,phone,email,countryName,mainStandHolderName
590,L. P. Pilgrimages,L. P. Pilgrimages@WTMKT21,https://www.lpjp.org,+972549706484,info@lpjp.org,Israel,Israel Government Tourist Office
591,La Beduina Tours & Travel – Jordan,La Beduina Tours & Travel – Jordan@WTMKT21,,,,Jordan,Jordan Tourism Board
592,Associazione Turistica di Quartu Sant'Elena,LA DOLCE VITA @WTMKT21,https://www.quartusantelena.org,+393356866211,info@quartusantelena.org,Italy,REGIONE AUTONOMA DELLA SARDEGNA
593,LA PALMA TOURISM,SERVICIO DE TURISMO CABILDO DE LA PALMA@WTMKT21,,,,Spain,Canary Islands
594,LA RIOJA,LA RIOJA@WTMKT21,https://lariojaturismo.com,+34941287354,lariojaturismo@lariojaturismo.com,Spain,Turespana
595,Ladevi,Ladevi,,,,Argentina,
596,Lafayette Cajun Country,Lafayette Cajun Country@WTMKT21,,,,United States,USA Pavilion
597,LAGO DI COMO,LAGO DI COMO@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
598,LAGOMERA.TRAVEL,EXCMO. CABILDO INSULAR DE LA GOMERA. TURISMO@WTMKT21,,,,Spain,Canary Islands
599,Lake Lucerne Navigation Company,Lake Lucerne Navigation Company@WTMKT21,,,,Switzerland,Switzerland Tourism
600,Langhe Monferrato Roero Tourist Board,Langhe Monferrato Roero Tourist Board@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
601,LANZAROTE TOURISM,LANZAROTE TOURISM@WTMKT21,https://turismolanzarote.com/,+34928811762,info@turismolanzarote.com,Spain,Canary Islands
602,LARNAKA TOURISM BOARD,LARNAKA TOURISM BOARD@WTMKT21,https://larnakaregion.com/,,info@larnakaregion.com,Cyprus,Cyprus Deputy Ministry of Tourism
603,Las Vegas Convention and Visitors Authority,Las Vegas Convention and Visitors Authority,https://www.lvcva.com/,17028922877,zsmith@lvcva.com,United States,
604,LATIN AMERICAN TRIPS,LATIN AMERICAN TRIPS@WTMKT21,https://www.latinamericantrips.com/,+51 983 515 711,gperez@latinamericantrips.com,Peru,PROMPERÚ
605,Le Lemon Tour,Le Lemon Tour@WTMKT21,,,,Tunisia,Import Promotion Desk (IPD) - Sustainable Tourism Programme
606,LEGENDARY PERU,LEGENDARY PERU@WTMKT21,,,,Peru,PROMPERÚ
607,LETSGOTOSARDINIA BY CARLO MELIS,LETSGOTOSARDINIA BY CARLO MELIS@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
608,Liburnia Hotels & Villas,Liburnia Riviera Hotels@WTMKT21,https://www.liburnia.hr/,+38551710304,mice@liburnia.hr,Croatia,Croatian National Tourist Board
609,LIMA TOURS,LIMA TOURS@WTMKT21,,,,Peru,PROMPERÚ
610,LIMASSOL TOURISM BOARD,LIMASSOL TOURISM BOARD@WTMKT21,,,,Cyprus,Cyprus Deputy Ministry of Tourism
611,Limpopo Tourism Agency,Limpopo Tourism Agency@WTMKT21,http://golimpopo.com,+27 82 452 1067,harrisr@goilimpopo.com,South Africa,South African Tourism
612,LINDIAN VILLAGE RESORT,SWOT AE@WTMKT21,https://www.lindianvillage.gr/,+30 22440 35900,info@lindianvillage.gr,Greece,Greek National Tourism Organisation
613,LION ROYAL  TOURISME,LION ROYAL PVT LTD@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
614,Lisboat,Lisboat@WTMKT21,,,,Portugal,Turismo de Portugal I.P
615,Turismo de Lisboa - Visitors & Convention Bureau,Lisbon Visitor Bureau@WTMKT21,https://www.visitlisboa.com,+351 21031 2700,atl@visitlisboa.com,Portugal,Turismo de Portugal I.P
616,LISTEN TO ME - ENJOY YOUR TOUR,LISTEN TO ME - ENJOY YOUR TOUR@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
617,Lithuania Travel -  National Tourism Development Agency,Lithuania Travel -  National Tourism Development Agency,https://www.lithuania.travel,+370 5 250 8250,info@lithuania.travel,Lithuania,
618,Lithuanian holidays,"UAB ""Lithuanian holidays""@WTMKT21",,,,Lithuania,Lithuania Travel -  National Tourism Development Agency
619,Liwa Nights,Liwa Nights@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
620,LOLLOVERS – YOUR VILLAGE EXPERIENCE,SOC.AGRICOLA LOLLOVERS@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
621,Lopesan Hotel Group,Lopesan Hotels Management S.L.,https://www.lopesan.com/en/,,marketing@lopesan.com,Spain,
622,LORO PARQUE,LORO PARQUE,,,,Spain,
623,Lotus Asia Tours,Lotus Asia Tour@WTMKT21,https://www.lotusasiatours.com,,latgroup@lotusasiatours.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
624,LOUIS HOTELS PUBLIC CO LTD,LOUIS HOTELS PUBLIC CO LTD,,,,Cyprus,
625,Louisiana Office of Tourism,Louisiana Office of Tourism@WTMKT21,https://www.louisianatravel.com/,,Louisiana@ttmworld.co.uk,United Kingdom,USA Pavilion
626,Louvre Abu Dhabi,Louvre Abu Dhabi@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
627,LSR,Lanka Sportreizen@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
628,Lüftner Cruises,Lueftner Cruises@WTMKT21,https://www.lueftner-cruises.com, +43 (512) 365781,reservations@lueftner-cruises.com,Austria,Amadeus River Cruises
629,Luna Hotels,Luna Hotels@WTMKT21,,,,Portugal,Turismo de Portugal I.P
630,LUNA LUGHENTE VIAGGI,MONDOVIAGGI SCARL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
631,"Lux South Ari Atoll, Maldives","Lux South Ari Atoll, Maldives@WTMKT21",,,,Maldives,Maldives Marketing and Public Relations Corporation
632,LUXURIOUS SRI LANKA,LUXURIOUS LANKA @WTMKT21,http://www.luxurious.lk/,0094773031777,jagath@luxurioussrilanka.com,Sri Lanka,Sri Lanka Tourism Promotion Bureau
633,M tours DMC,M tours DMC@WTMKT21,https://mtours.net/,,mtours@mtours.net,Slovenia,Slovenian Tourist Board
634,lti Maafushivaru Maldives,Maafushivaru Maldives@WTMKT21,https://www.maafushivaru.com,+960 6680001,info@maafushivaru.com,Maldives,Maldives Marketing and Public Relations Corporation
635,"Mâcon Sud-Bourgogne, Tourisme et Congrès","Mâcon Sud-Bourgogne, Tourisme et Congrès@WTMKT21",,,,France,BURGUNDY TOURIST BOARDS
636,Macondo DMC,Macondo DMC@WTMKT21,,,,Colombia,PROCOLOMBIA 
637,Madhya Pradesh Tourism Board,Madhya Pradesh Tourism Board,https://www.mptourism.com/,+918971514728,vinita@bluebrick.in,India,
638,MADRID,MADRID@WTMKT21,,,,Spain,Turespana
639,Magic Arabia,Magic Arabia @WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
640,Magic Costa Blanca Hotels & Resorts,Magic Costa Blanca Hotels & Resorts@WTMKT21,,,,Spain,VALENCIA REGION
641,Maistra Hospitality Group,Maistra Hospitality Group@WTMKT21,,,,Croatia,Croatian National Tourist Board
642,Majestic Holidays,Majestic Holidays@WTMKT21,http://www.majesticholidays.com,2423222606,william@majesticholidays.com,Bahamas,Bahamas Tourist Office
643,Makarem Hotels,Makarem Hotels@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
644,Makunudu Island,Makunudu Island @WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
645,Malahini Kuda Bandos,Malahini Kuda Bandos@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
646,Malaysia Tourism Promotion Board,Malaysia Tourism Promotion Board,,,,Malaysia,
647,Maldives Marketing and Public Relations Corporation,Maldives Marketing and Public Relations Corporation,https://visitmaldives.com/en,+9603323228,info@visitmaldives.com,Maldives,
648,MALLORCA,FUNDACIO MALLORCA TURISME@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
649,Malopolska Tourist Organisation,Malopolska Organizacja Turystyczna@WTMKT21,,,,Poland,Polish Tourism Organisation
650,MALTA TOURISM AUTHORITY,MALTA TOURISM AUTHORITY,https://www.visitmalta.com,00 (356) 22915000,info@visitmalta.com,Malta,
651,MANACOR AJUNTAMENT,MANACOR AJUNTAMENT@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
652,Mango Bay Group/Southern Palms Beach Club,TDH Sales and Marketing @WTMKT21,,,,United Kingdom,Barbados Tourism Marketing Inc
653,Maquipucuna Reserve & Ecolodge,Maquipucuna Reserve & Ecolodge@WTMKT21,,,,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
654,Marakanda Travel,Marakanda Travel@WTMKT21,,,,Uzbekistan,Import Promotion Desk (IPD) - Sustainable Tourism Programme
655,MARANELLO TOUR,MARANELLO TOUR@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
656,MARBELLA CONNECTION,MARBELLA S.A.@WTMKT21,,,,Greece,Greek National Tourism Organisation
657,MAREMANIA DMC,MAREMANIA DMC SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
658,Marintur Indonesia,Marintur Indonesia@WTMKT21,https://www.marintur.co.id,+6282123766066,marketing@marintur.co.id,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
659,Martin's Hotels,Martin's Hotels@WTMKT21,https://www.martinshotels.com/,+3226550521,sven.steyaert@martinshotels.com,Belgium,Belgium - visit.brussels
660,Martinhal Family Hotels & Resorts,Martinhal Family Hotels & Resorts@WTMKT21,,,,Portugal,Turismo de Portugal I.P
661,Martinique Tourism Authority,Martinique Tourism Authority@WTMKT21,,,,France,Caribbean Tourism Organisation Chapter UK & Europe
662,Masseria San Martino,Masseria San Martino@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
663,MAZI TRAVEL,MAZI TRAVEL@WTMKT21,,,,Greece,Greek National Tourism Organisation
664,Mazurkas Travel Poland,Mazurkas Travel Biuro Podróży Sp. z o.o.@WTMKT21,https://mazurkas.com.pl/,+48225364600,mazurkas@mazurkas.com.pl,Poland,Polish Tourism Organisation
665,MD Adventure Travel & Tours Pvt. Ltd,MD Adventure Travel & Tours Pvt. Ltd@WTMKT21,,,,Nepal,Nepal Tourism Board
666,Medhufushi Island Resort,Medhufushi Island Resort @WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
667,Medicor,"Medicor S.C. Natalia Denisowa, Andrzej Magierski@WTMKT21",,,,Poland,Polish Tourism Organisation
668,Mediterranea Hotel & Convention Center,Mediterranea Hotel & Convention Center@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
669,Melia Bali,Melia Bali@WTMKT21,https://www.melia.com/en/hotels/indonesia/bali/melia-bali/index.htm,+62361771510,reservation.meliabali@melia.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
670,MELLOW MOOD HOTELS,MMG HOTELS KFT@WTMKT21,,,,Hungary,Visit Hungary
671,MELSINEA VIAGGI SRL,MELSINEA VIAGGI SRL@WTMKT21,,,,Italy,VENETO - Regional Tourism Board
672,Memphis Tourism,Memphis Tourism@WTMKT21,,,,United Kingdom,USA Pavilion
673,MENORCA,FUNDACIÓ FOMENT DEL TURISME DE MENORCA@WTMKT21,https://www.menorca.es,+34971368678,promocio@menorca.es,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
674,Merlin Attractions Operations Ltd.,Merlin Attractions Operations Ltd.,,,,United Kingdom,
675,MESASTILA RESORT AND SPA,MESASTILA RESORT AND SPA @WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
676,"mesm Tokyo, Autograph Collection","mesm Tokyo, Autograph Collection @WTMKT21",,,,Japan,Tokyo Convention & Visitors Bureau
677,Minda Nusantara Tours & Travel Agencies Sdn. Bhd.,Minda Nusantara Tours & Travel Agencies Sdn. Bhd.@WTMKT21,,,,Malaysia,Sarawak Tourism
678,Mini-Europe,Mini-Europe@WTMKT21,https://www.minieurope.eu,+3224741313,info@minieurope.eu,Belgium,Belgium - visit.brussels
679,Ministry of Culture and Tourism of The People’s Republic of China,Ministry of Culture and Tourism of The People’s Republic of China,,,,United Kingdom,
680,Ministry Of Tourism Dominican Republic,Ministry Of Tourism Dominican Republic,https://www.godominicanrepublic.com/,+18092214660,uk@godominicanrepublic.com,Dominican Republic,
681,Ministry of Tourism of Ecuador,Ministry of Tourism of Ecuador@WTMKT21,https://ecuador.travel/es/viaja-seguro-en-ecuador/,,,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
682,Ministry of Tourism of The Republic of Bulgaria,Ministry of Tourism of The Republic of Bulgaria,https://bulgariatravel.org/,+35929046809,marketing@tourism.government.bg,Bulgaria,
683,Minor Hotels,Minor Hotels@WTMKT21,,,,Thailand,Tourism Authority Of Thailand -TAT Europe
684,MINOR HOTELS PORTUGAL,MINOR HOTELS PORTUGAL@WTMKT21,,,,Portugal,Turismo de Portugal I.P
685,MIRAGGIO THERMAL SPA RESORT,MIRAGGIO THERMAL SPA RESORT@WTMKT21,https://www.miraggio.gr/en/,+302374440000,info@miraggio.gr,Greece,Greek National Tourism Organisation
686,Mirai Clinic,Mirai Clinic sp. z o.o@WTMKT21,,,,Poland,Polish Tourism Organisation
687,MNM Diagnostics Sp. z o. o.,MNM Diagnostics Sp. z o. o.,https://mnm.bio/,+48 730 601 011,contact@mnm.bio,Poland,
688,MODENATUR Incoming TO & DMC,MODENATUR INCOMING TOUR OPERATOR & DMC@WTMKT21,http://www.mdenatur.it,+39059220022,luca.sandri@modenatur.it,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
689,Mondrian Doha,Mondrian Doha@WTMKT21,https://www.sbe.com/hotels/mondrian/doha,+974 4045 5555,eventsalesdoha@sbe.com,Qatar,Qatar Tourism
690,MONTAGNE LAGO DI COMO,MONTAGNE LAGO DI COMO@WTMKT21,https://www.montagnelagodicomo.it/,+39 3475102227,info@montagnelagodicomo.it,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
691,Monte Santo Resort,Monte Santo Resort@WTMKT21,,,,Portugal,Turismo de Portugal I.P
692,Montenegro National Tourism Organisation,Montenegro National Tourism Organisation,https://montenegro.travel/en,+38277100001,info@montenegro.travel,Montenegro,
693,Montserrat Tourism Division,Montserrat Tourism Division@WTMKT21,https://www.visitmontserrat.com,+1-664-491-4703,info@montserrattourism.ms,Montserrat,Caribbean Tourism Organisation Chapter UK & Europe
694,Moravian-Silesian Tourism,Moravian-Silesian Tourism@WTMKT21,,,,Czech Republic,Czech Tourist Authority - CzechTourism
695,MOTUS TRAVEL IN SARDINIA,DEDO SRL@WTMKT21,https://www.travelmotus.com/,+39 079 200 5082,info@travelmotus.com,Italy,REGIONE AUTONOMA DELLA SARDEGNA
696,Movenpick Resort at kuredivaru Maldives,Movenpick Resort at kuredivaru Maldives@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
697,Mpumalanga Parks & Tourism Agency,Mpumalanga Parks & Tourism Agency@WTMKT21,,,,South Africa,South African Tourism
698,"MTJ Co., Ltd","MTJ Co., Ltd@WTMKT21",,,,Japan,Japan National Tourism Organization
699,MTS GLOBE - MALTA,MTS GLOBE - MALTA@WTMKT21,,,,Malta,MALTA TOURISM AUTHORITY
700,Mughamer Company,Mughamer Company@WTMKT21,,,,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
701,Municipality of Chersonissos,Municipality of Chersonissos@WTMKT21,,,,Greece,Greek National Tourism Organisation
702,Museo della Guerra Bianca / Forte Montecchio Nord,Museo della Guerra Bianca / Forte Montecchio Nord@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
703,Museum Train World,Museum Train World@WTMKT21,,,,Belgium,Belgium - visit.brussels
704,Four Seasons Hotel & Amathus Beach Hotel - Cyprus,Muskita Hotels Ltd – T/A Four Seasons Hotel Cyprus,,,,Cyprus,
705,MGM Muthu Hotels,Muthu Hotels@WTMKT21,,,,Portugal,Turismo de Portugal I.P
706,My Story Hotels,My Story Hotels@WTMKT21,,,,Portugal,Turismo de Portugal I.P
707,My Ultimate Vegas,My Ultimate Vegas@WTMKT21,,,,United States,Las Vegas Convention and Visitors Authority
708,Mystik Mountains Adventure and Holidays,Mystik Mountains Adventure and Holidays@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
709,Nassau Paradise Island Promotion Board,Nassau Paradise Island Promotion Board@WTMKT21,,,,Bahamas,Bahamas Tourist Office
710,National Tourist Board Of Sierra Leone,National Tourist Board Of Sierra Leone,http://www.ntb.gov.sl,,info@ntb.gov.sl,Sierra Leone,
711,NAU Hotels & Resorts,NAU Hotels & Resorts@WTMKT21,,,,Portugal,Turismo de Portugal I.P
712,Nauticruises Indonesia,Nauticruises Indonesia@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
713,NAVIERA ARMAS TRASMEDITERRANEA,NAVIERA ARMAS TRASMEDITERRANEA@WTMKT21,,,,Spain,Turespana
714,Navigate Outdoor Pvt. Ltd.,Navigate Outdoor Pvt. Ltd.@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
715,Navigazione Lago Iseo,Navigazione Lago Iseo@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
716,Nazarene Tours,Nazarene Tours@WTMKT21,https://nazarene-tours.com/,+972-4-6470797,zsharif@nazarene-tours.com,Israel,Israel Government Tourist Office
717,Neom,Neom@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
718,Neotropical Nature and Birding Trips,Neotropical Nature and Birding Trips@WTMKT21,https://neotropicalecuador.com,+593 99796 6818,contact@neotrpicalecuador.com,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
719,Nepal Inside Out Treks & Tours,Nepal Inside Out Treks & Tours@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
720,Nepal Sanctuary Treks,Nepal Sanctuary Treks@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
721,The Explore Nepal,The Explore Nepal @WTMKT21,,,,Nepal,Nepal Tourism Board
722,Nepal Tourism Board,Nepal Tourism Board,https://www.welcomenepal.com,+97714256909,info@ntb.org.np,Nepal,
723,New Orleans & Company,New Orleans & Company@WTMKT21,,,,United States,USA Pavilion
724,NH HOTEL GROUP part of MINOR HOTELS,NH HOTEL GROUP part of MINOR HOTELS@WTMKT21,http://www.nh-hotels.com,,,Spain,Turespana
725,Nice Tourist Board,Office de Tourisme Métropolitain Nice Côte d'Azur@WTMKT21,,,,France,ATOUT FRANCE
726,Nicolaus Tour,Nicolaus Tour@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
727,NICOSIA TOURISM BOARD,NICOSIA TOURISM BOARD@WTMKT21,https://www.visitnicosia.com.cy/,0035722889600,info@visitnicosia.com.cy,Cyprus,Cyprus Deputy Ministry of Tourism
728,NKAR Travels & Tours (Pvt) Ltd.,NKAR Travels & Tours (Pvt) Ltd. @WTMKT21,https://www.nkartravelhouse.com/,+94 112564584,tours@nkartravelhouse.com,Sri Lanka,Sri Lanka Tourism Promotion Bureau
729,Normandy Tourism,Normandy Tourism@WTMKT21,,,,France,ATOUT FRANCE
730,North Cyprus Eco- Agro Tourism Federation,North Cyprus Eco- Agro Tourism Federation@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
731,North Cyprus Golf Tourism,North Cyprus Golf Tourism@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
732,North Cyprus Health Tourism,North Cyprus Health Tourism@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
733,North Cyprus Hoteliers Association,North Cyprus Hoteliers Association@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
734,North Cyprus Tourism Center Ltd.,North Cyprus Tourism Center Ltd.@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
735,North Cyprus Tourism Centre Ltd,North Cyprus Tourism Centre Ltd,https://welcometonorthcyprus.co.uk,0207 631 1930,info@simplynorthcyprus.com,United Kingdom,
736,Northern Cape Tourism Authority,Northern Cape Tourism Authority@WTMKT21,,,,South Africa,South African Tourism
737,Nouvelle Aquitaine Tourism Board,Nouvelle Aquitaine Tourism Board@WTMKT21,,,,France,ATOUT FRANCE
738,NTT DMC,NTT DMC@WTMKT21,https://ntt-dmc.com/,+6281392353568,booking@ntt-dmc.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
739,Armenia by Nueva Vista DMC,Nueva Vista DMC,,,,Armenia,
740,NYC & Company,NYC & Company,,,,United States,
741,Oasi Hotel,Oasi Hotel @WTMKT21,https://www.oasihotel.eu/,+390187807356,SILVIA@OASIHOTEL.EU,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
742,Oasis Hospitality Management,Oasis Hospitality Management@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
743,Oasis International Travel,Oasis International Travel@WTMKT21,,,,Uzbekistan,Import Promotion Desk (IPD) - Sustainable Tourism Programme
744,OBLU Select by Atmosphere At Sangeli,OBLU Select by Atmosphere At Sangeli@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
745,Ocean Hotels Group,Barbados Tourism Marketing Inc.@WTMKT21,,,,Barbados,Barbados Tourism Marketing Inc
746,OCEAN VIAGGI TRAVEL OFFICE,OCEAN VIAGGI TRAVEL OFFICE@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
747,Oceanário de Lisboa,Oceanário de Lisboa @WTMKT21,,,,Portugal,Turismo de Portugal I.P
748,"Odakyu Electric Railway Co., Ltd.","Odakyu Electric Railway Co., Ltd.@WTMKT21",https://www.odakyu.jp/english/index_after/,,,Japan,Tokyo Convention & Visitors Bureau
749,OFFICE DE TOURISME AUXERRE,OFFICE DE TOURISME AUXERRE@WTMKT21,,,,France,BURGUNDY TOURIST BOARDS
750,OFFICE DE TOURISME CHALON,OFFICE DE TOURISME CHALON@WTMKT21,https://www.achalon.com,0033385483797,,French Southern Territories,BURGUNDY TOURIST BOARDS
751,Office de Tourisme du Grand Autunois Morvan,Office de Tourisme du Grand Autunois Morvan@WTMKT21,,,,France,BURGUNDY TOURIST BOARDS
752,Office National Marocain du Tourisme,Office National Marocain du Tourisme,,,,Morocco,
753,"NORTHERN KYUSHU of Japan - Oita, Nagasaki, Fukuoka and Saga Prefecture -",OITA PREFECTURE@WTMKT21,https://www.discover-oita.com/,02072683071,,United Kingdom,Japan National Tourism Organization
754,OK MOBILITY,OK MOBILITY@WTMKT21,,,,Spain,Turespana
755,On Pro Travel Solutions,On Pro Travel Solutions@WTMKT21,,,,Portugal,Turismo de Portugal I.P
756,ON VIEW T.O. - SHAKESPEARE INTERACTIVE MUSEUM,ON VIEW T.O. - SHAKESPEARE INTERACTIVE MUSEUM@WTMKT21,,,,Italy,VENETO - Regional Tourism Board
757,Once Upon a day,Once Upon a day@WTMKT21,,,,Portugal,Turismo de Portugal I.P
758,One & Only Reethi Rah,One & Only Reethi Rah@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
759,Onyria Quinta da Marinha Hotel,Onyria Quinta da Marinha Hotel@WTMKT21,https://www.quintadamarinha.com,+351916649066,fsilva@onyriaresorts.com,Portugal,Turismo de Portugal I.P
760,OOO Rechnye Linii,OOO Rechnye Linii,,,,Russian Federation,
761,OPEN EXPERIENCE,OPEN EXPERIENCE@WTMKT21,,,,Italy,VENETO - Regional Tourism Board
762,Orel Travel Agency,Orel Travel@WTMKT21,https://www.orel-travel.si/,+38634255552,info@orel-travel.si,Slovenia,Slovenian Tourist Board
763,Ozen By Atmosphere At Maadhoo,Ozen By Atmosphere At Maadhoo@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
764,P1 Travel,P1. Corporate Hospitality B.V.,https://www.p1travel.com/,,info@p1hospitality.com,Netherlands,
765,Pacto DMC,Pacto DMC@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
766,PADUA URBS PICTA AND ITS TERRITORY,PADUA URBS PICTA AND ITS TERRITORY@WTMKT21,https://www.turismopadova.it,+39 049 6452575,incoming@turismopadova.it,Italy,VENETO - Regional Tourism Board
767,PAFOS REGIONAL BOARD OF TOURISM,PAFOS REGIONAL BOARD OF TOURISM @WTMKT21,,,,Cyprus,Cyprus Deputy Ministry of Tourism
768,"Palácio Estoril Hotel, Golf & Wellness | Hotel do Mar","Palácio Estoril Hotel, Golf & Wellness | Hotel do Mar@WTMKT21",,,,Portugal,Turismo de Portugal I.P
769,Palazzo Caracciolo MGallery Napoli,Palazzo Caracciolo MGallery Napoli@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
770,PALAZZO GENTILCORE,PALAZZO GENTILCORE@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
771,Palestine Ministry of Tourism & Antiquities,Palestine Ministry of Tourism & Antiquities,http://www.travelpalestine.ps/,0592059412,majedishaq@travelpalestine.ps,Palestinian Territories,
772,PALLADIUM HOTEL GROUP,"PALLADIUM GESTION, S.L.",,,,Spain,
773,PALMA,PALMA AJUNTAMENT@WTMKT21,https://www.visitpalma.com,,palmainfo@palma.cat,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
774,Palma Travel DMC,Palma Travel DMC@WTMKT21,https://www.palma-travel.eu,0038615133671,incoming@palma-travel.eu,Slovenia,Slovenian Tourist Board
775,PANAMA CROWN TOURS CORP,PANAMA CROWN TOURS CORP@WTMKT21,,,,Panama,VISIT PANAMA
776,Panama Jack Tours,Panama Jack Tours@WTMKT21,,,,Egypt,Egyptian Tourism Promotion Board
777,Panama Trails,Panama Trails@WTMKT21,,,,Panama,VISIT PANAMA
778,Panorama Destination,Panorama Destination@WTMKT21,https://panorama-destination.com,+622180820600,ricky.setiawanto@panorama-destination.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
779,Paradesa Borneo,Paradesa Borneo (One Wayang Tours Sdn. Bhd.)@WTMKT21,,,,Malaysia,Sarawak Tourism
780,PARADORES,PARADORES@WTMKT21,https://www.parador.es/,+34660385135,barbara.garcia@parador.es,Spain,Turespana
781,Park Hyatt Doha,Park Hyatt Doha @WTMKT21,https://www.parkhyattdoha.com,+974 4009 1234,park.doha@hyatt.com,Qatar,Qatar Tourism
782,Park Hyatt Hotel and Villas,Park Hyatt Hotel and Villas  @WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
783,Park Hyatt Tokyo,Park Hyatt Tokyo@WTMKT21,https://www.hyatt.com/en-US/hotel/japan/park-hyatt-tokyo/tyoph,+81-3-5322-1234,tokyo.park@hyatt.com,Japan,Tokyo Convention & Visitors Bureau
784,Parques de Sintra,Parques de Sintra@WTMKT21,,,,Portugal,Turismo de Portugal I.P
785,PENDRASARDINIA,PENDRAGON SARDINIA SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
786,Penguin Travel,Penguin Travel LTD@WTMKT21,,,,Bulgaria,Ministry of Tourism of The Republic of Bulgaria
787,Perfecta Travel,PERFECTA TRAVEL@WTMKT21,,,,Croatia,Croatian National Tourist Board
788,PERU A TRAVEL,PERU A TRAVEL@WTMKT21,,,,Peru,PROMPERÚ
